0 0.826086956522
1 0.849791376912
2 0.86870081458
3 0.93038869258
4 0.98761596548
5 0.990717933313
6 1.04451864218
7 1.14145335012
8 1.27717169109
9 1.26007696982
10 1.22268041237
11 1.21673868547
12 1.26950043821
13 1.30258802287
14 1.36837121212
15 1.3868304044
16 1.35917721519
17 1.38824618232
18 1.40279480265
19 1.36584734799
20 1.33239795918
21 1.39771801141
22 1.35414932001
23 1.37746806039
24 1.37322834646
25 1.37231759657
26 1.38638454462
27 1.39448051948
28 1.26900584795
29 1.5401459854
30 1.11538461538
31 0.0
