1 1.36363636364
2 1.61538461538
3 1.70967741935
4 1.8950617284
5 2.12693498452
6 2.12765957447
7 2.25498891353
8 2.25649350649
9 2.3088592233
10 2.28165735568
11 2.31993156544
12 2.28059818969
13 2.28581765557
14 2.27102473498
15 2.21431040442
16 2.28294836957
17 2.25798129636
18 2.30720805792
19 2.30430682175
20 2.24242424242
21 2.30743751882
22 2.26195028681
23 2.25248317847
24 2.24619960344
25 2.24727135868
26 2.32827324478
27 2.2580115037
28 2.14228456914
29 2.07619047619
30 2.34782608696
31 1.0
32 1.0
