0 0.0
1 0.000347705146036
2 0.000276128675963
3 0.00120141342756
4 0.000862998921251
5 0.000931210573746
6 0.00100166944908
7 0.00132885718282
8 0.00154928668259
9 0.00243062588617
10 0.00357792601577
11 0.00416950951406
12 0.00460122699387
13 0.00677099006921
14 0.0121212121212
15 0.0088926529748
16 0.00745931283906
17 0.0127255900046
18 0.0105417994607
19 0.0116429495472
20 0.0142857142857
21 0.0154849225754
22 0.0108243130724
23 0.0127758420441
24 0.0135433070866
25 0.0139484978541
26 0.0101195952162
27 0.0113636363636
28 0.0175438596491
29 0.021897810219
30 0.0
31 0.0
